match,operator,blocked_mean,direct_mean,delta,combined_error,z
L16_to_L8,phi2,1.538490149883447,1.6329787143953731,-0.09448856451192622,0.008949599947741917,-10.557853430729798
L16_to_L8,phi4,4.819194790373707,5.669512701555153,-0.8503179111814454,0.04776080652114954,-17.80367571483337
L16_to_L8,NN,1.1096517157568284,1.2111948626897213,-0.1015431469328929,0.009371469442853874,-10.835349520381104
L16_to_L8,nn2,2.9710444889409255,3.6121363229866432,-0.6410918340457177,0.03592691009198333,-17.844335413324895
L16_to_L8,action_density,0.37617571222790813,0.37534408896591137,0.0008316232619967612,0.0015133564371568834,0.5495224003930742
L16_to_L8,m2,0.9137398075847792,1.0142369961803155,-0.10049718859553625,0.010119502780655112,-9.931040168065481
L16_to_L8,m4,1.105595169980515,1.4729374300289793,-0.36734226004846415,0.024120425784500524,-15.229509766138273
L16_to_L8,Binder_U4,0.5586025836092283,0.5227080084745893,0.035894575134639006,,
L16_to_L8,susceptibility,58.47934768542587,64.91116775554019,-6.43182007011432,,
L16_to_L8,xi_over_L,0.7887871344224016,0.8199306427834666,-0.031143508361065053,,
