w10,objective,success,nfev,D_op,normalized_rms,rms_z,max_abs_z,cov_condition,min_abs_Ktilde,max_abs_Ktilde,min_abs_Keta_tilde,max_abs_Keta_tilde,condition_number_abs
0.08379665654062436,3576.2197323871696,True,11,4708.331834200792,0.09967510515828976,12.328085168908549,20.125400594870186,6748102.404867102,0.3296267476750052,1.0,0.35946051723289296,1.0905077326652577,3.0337343891338207
