start,success,fun,nfev,w00,w01,w11,w20,w21,w22,w30,w31,D_op,normalized_rms,rms_z,max_abs_z,cov_condition,min_abs_Ktilde,max_abs_Ktilde,min_abs_Keta_tilde,max_abs_Keta_tilde,condition_number_abs
identity,False,1215.5335942513598,260,0.602269282317761,0.13707366914912147,-0.02038545711736953,0.06125036546377522,-0.026755570087910855,-0.015693122922941425,0.013015515900989507,-0.011158575438596897,2788.3948227941237,0.06988406608463968,5.7488626200130915,9.696020462917511,6737868.32113281,0.19761627997487835,1.0912479770876908,0.21550208141314736,1.1900143572694468,5.522055051468502
old5_embed,False,550.1475141370647,260,0.8448484838113469,-0.03243293770804412,-0.02457514089145793,0.07403460047436479,0.02146316055747416,-0.014058670989381367,-0.001225742713799506,-0.002940275119733455,1288.9968992161266,0.07038233979986225,5.696563767111983,9.375758463122212,6758493.714270663,0.4685274968142025,1.2065749662749798,0.5109328582421847,1.315779330763188,2.5752489970795773
smooth_positive,False,1018.626641861198,260,0.7484863285074228,0.01965726013172638,0.030751917217670368,0.07009289580665692,-0.01776028486587955,-0.012039935963267998,0.006863940576672296,-0.008463545082277289,2329.305718460888,0.07028314212853791,5.236352926295881,9.602488295752647,6747041.779144322,0.4199550014277232,1.0719949521868832,0.45796417642838144,1.1690187847379194,2.5526424225034026
broad_alt,False,913.6678002750376,260,0.7788197877706902,-0.001875171067559923,0.026877028579331372,0.0694162259826673,-0.014011080149269021,-0.01194710782964741,0.013291862085997953,-0.006222812197461899,2058.9336187981717,0.07242250437706792,5.842485744347656,9.56738379675695,6752013.064571843,0.4533664525214314,1.1328437542408,0.4943996222056373,1.2353748739011332,2.4987374957728012
random_1,False,9928.934057864362,260,0.5524972432185187,0.1594241595513282,0.08252346634151152,-0.022644757850335845,-0.024834297698602913,-0.016216098556182997,-0.01334543282268449,-0.014098526035530093,21502.47297054257,0.17194748731134368,43.48592666563137,108.77910075583632,6705765.2686251085,0.1557297628983988,1.262604481445662,0.16982451064683105,1.3768799503143023,8.107663287649197
random_2,False,1418.2379803644853,260,0.6166672870658547,0.039171495013191074,0.1120218495060365,0.05934632044191655,-0.015527381582384429,-0.049108205357673476,0.024699531924192813,-0.02962152506467914,3259.061864260744,0.07158896097527193,5.510126065891651,9.953558926856859,6725791.68388386,0.1828491838674946,1.176515195056976,0.19939844891903435,1.2829989178078065,6.434347532606774
random_3,False,1093.2303597010407,260,0.7084066532576737,0.057967294093398555,0.015817227672692648,0.06293341070313313,-0.036042320543446936,-0.009465973607002742,0.02500175691899837,-0.003635369004372266,2463.7736254552738,0.07296392595977703,6.269490238111204,9.665677481176523,6748958.456390954,0.4029623790680046,1.0678062399054533,0.43943359034684776,1.1644509616051102,2.6498906482911364
